Country,Name,Contact,CountryCode,Course,Currency_Code,Currency_x,Currency_y,Units,Buy,Sell
portugal,Justin Walsh,249.501.6189,TL,PHP,EUR,Euro,European Euro,1,143.56,144.21
greece,Mia Roberts,(454)416-3477x6059,RS,PHP,EUR,Euro,European Euro,1,143.56,144.21
jersey,Jack Carter,215.201.7034,IT,Java,GBP,Pound Sterling,UK Pound Sterling,1,167.27,168.02
french guiana,Jesse Barajas,323.718.7031,HN,Java,EUR,Euro,European Euro,1,143.56,144.21
isle of man,Eric Smith,798.742.2076x580,RO,Python,GBP,Pound Sterling,UK Pound Sterling,1,167.27,168.02
latvia,Emily Henry,5637944034,KP,C#,EUR,Euro,European Euro,1,143.56,144.21
norfolk island,Annette King,646-202-6520,LB,Python,AUD,Australian Dollar,Australian Dollar,1,88.11,88.51
sweden,Lisa Brown,990.340.3590x3528,AZ,PHP,SEK,Swedish Krona,Swedish Kroner,1,12.29,12.34
austria,Joseph Berry,(879)868-2846x924,ZM,PHP,EUR,Euro,European Euro,1,143.56,144.21
guadeloupe,Alison Mendoza,+1-509-421-8623,ME,Java,EUR,Euro,European Euro,1,143.56,144.21
japan,Roger Jordan,674-469-8226x2990,LY,C#,JPY,Yen,Japanese Yen,10,8.63,8.67
finland,Tricia Larsen,001-918-286-5685x43990,UA,Java,EUR,Euro,European Euro,1,143.56,144.21
canada,Rachel Martinez,(542)640-2560x7511,AE,PHP,CAD,Canadian Dollar,Canadian Dollar,1,97.47,97.91
guam,Richard White,602-762-9510,TR,PHP,USD,US Dollar,U.S. Dollar,1,133.32,133.92
belgium,Sandra Farrell,407-451-4265x45984,MZ,PHP,EUR,Euro,European Euro,1,143.56,144.21
hong kong,Victor Carey,412-342-7107x761,KW,Java,HKD,Hong Kong Dollar,Hong Kong Dollar,1,17.05,17.12
estonia,Joe Phillips,(466)205-5837x1219,CH,Python,EUR,Euro,European Euro,1,143.56,144.21
guadeloupe,Miguel Allen,(746)621-4854,SY,C#,EUR,Euro,European Euro,1,143.56,144.21
martinique,Michael Perez,(601)870-2129x6390,BN,Java,EUR,Euro,European Euro,1,143.56,144.21
ecuador,Jessica Cooper,(335)399-5259,MC,C#,USD,US Dollar,U.S. Dollar,1,133.32,133.92
spain,Jamie Barnes,001-467-205-8405x744,PG,PHP,EUR,Euro,European Euro,1,143.56,144.21
luxembourg,Jeanette Williams,319.650.7035x88443,PT,Java,EUR,Euro,European Euro,1,143.56,144.21
luxembourg,Crystal Watkins,001-886-914-7349,DJ,Java,EUR,Euro,European Euro,1,143.56,144.21
ireland,Nancy Cruz,737-819-9220x606,SL,PHP,EUR,Euro,European Euro,1,143.56,144.21
japan,David Rice,(299)809-2520x62117,KZ,PHP,JPY,Yen,Japanese Yen,10,8.63,8.67
hong kong,Evelyn Mckay,5889583520,PY,C#,HKD,Hong Kong Dollar,Hong Kong Dollar,1,17.05,17.12
nauru,Steven Miller,(473)554-7820,ST,PHP,AUD,Australian Dollar,Australian Dollar,1,88.11,88.51
kuwait,Alexis Garcia,001-548-767-5401x7847,BI,PHP,KWD,Kuwaiti Dinar,Kuwaity Dinar,1,433.7,435.65
isle of man,Joshua Ball,729-944-1081x4907,UY,Java,GBP,Pound Sterling,UK Pound Sterling,1,167.27,168.02
guadeloupe,Melissa Hernandez,753.617.2282x93344,SD,PHP,EUR,Euro,European Euro,1,143.56,144.21
hong kong,Amy Weiss,482-408-6483,NR,Java,HKD,Hong Kong Dollar,Hong Kong Dollar,1,17.05,17.12
canada,Brenda Berry MD,861.368.5352,CD,PHP,CAD,Canadian Dollar,Canadian Dollar,1,97.47,97.91
malta,Christopher Wallace,(743)418-7503,TV,C#,EUR,Euro,European Euro,1,143.56,144.21
switzerland,Anthony Raymond,001-214-402-2117x531,CR,C#,CHF,Swiss Franc,Swiss Franc,1,147.0,147.66
slovenia,Catherine Hill,(886)238-3275x635,NI,Java,EUR,Euro,European Euro,1,143.56,144.21
isle of man,William Murray,735.344.9011x3223,SV,C#,GBP,Pound Sterling,UK Pound Sterling,1,167.27,168.02
portugal,Christopher Smith,(345)313-0399x0433,JM,C#,EUR,Euro,European Euro,1,143.56,144.21
palau,Patricia Moore,451.385.9702x1838,TL,Python,USD,US Dollar,U.S. Dollar,1,133.32,133.92
switzerland,Deborah Daniels,868-228-1359x4324,SK,Python,CHF,Swiss Franc,Swiss Franc,1,147.0,147.66
malta,Dylan Byrd,+1-529-442-2563x789,RS,Java,EUR,Euro,European Euro,1,143.56,144.21
switzerland,Ryan Patel,(572)276-4951x352,MU,PHP,CHF,Swiss Franc,Swiss Franc,1,147.0,147.66
andorra,Joshua Cohen,001-806-604-3341x267,BZ,Python,EUR,Euro,European Euro,1,143.56,144.21
japan,Carolyn Jordan,577.391.5595x245,KP,Java,JPY,Yen,Japanese Yen,10,8.63,8.67
italy,Douglas Mitchell,+1-258-420-0688x6193,NI,Java,EUR,Euro,European Euro,1,143.56,144.21
croatia,Ashley Barr,907-490-3705,AE,Java,EUR,Euro,European Euro,1,143.56,144.21
latvia,Jamie Price,330.996.5438,ME,C#,EUR,Euro,European Euro,1,143.56,144.21
malaysia,Thomas Robinson,001-488-935-8538x797,LK,C#,MYR,Malaysian Ringgit,Malaysian Ringgit,1,28.14,28.27
martinique,Ronald Sullivan,310.672.4105,PK,Python,EUR,Euro,European Euro,1,143.56,144.21
india,Frank Moreno,940-365-1229,SE,Java,INR,Indian Rupee,Indian Rupee,100,160.0,160.15
greenland,Eric Rogers,(347)506-4206,PW,PHP,DKK,Danish Krone,Danish Kroner,1,19.25,19.33
switzerland,Lori Gonzales,+1-712-591-4787,BG,Java,CHF,Swiss Franc,Swiss Franc,1,147.0,147.66
mayotte,James Schroeder,772-433-4980x333,MY,PHP,EUR,Euro,European Euro,1,143.56,144.21
canada,Matthew Williams,001-233-854-1499x20298,HN,Java,CAD,Canadian Dollar,Canadian Dollar,1,97.47,97.91
greece,Eric Moore,471-963-9313,GR,PHP,EUR,Euro,European Euro,1,143.56,144.21
kiribati,David Andersen,+1-273-389-9683x691,SL,PHP,AUD,Australian Dollar,Australian Dollar,1,88.11,88.51
malta,Caleb Wilcox,+1-836-899-1551x1339,RW,C#,EUR,Euro,European Euro,1,143.56,144.21
switzerland,Jennifer Hudson,(744)219-9909x984,RO,C#,CHF,Swiss Franc,Swiss Franc,1,147.0,147.66
hong kong,James Mcdonald,+1-662-608-4052,CO,PHP,HKD,Hong Kong Dollar,Hong Kong Dollar,1,17.05,17.12
portugal,Christopher Hayes MD,296.681.6163x0087,IT,C#,EUR,Euro,European Euro,1,143.56,144.21
saint pierre and miquelon,Edward Woods,887-491-2604x140,MU,Java,EUR,Euro,European Euro,1,143.56,144.21
germany,Robert Chambers,+1-626-782-1197x452,IN,Python,EUR,Euro,European Euro,1,143.56,144.21
timor-leste,James Velasquez,(947)294-1834x8662,MX,Python,USD,US Dollar,U.S. Dollar,1,133.32,133.92
guadeloupe,Brendan Lee,(691)643-5718,SK,PHP,EUR,Euro,European Euro,1,143.56,144.21
belgium,Angela Reeves,+1-475-684-5436x9431,BE,Python,EUR,Euro,European Euro,1,143.56,144.21
ecuador,Christopher Miller,+1-670-622-4889,LK,Python,USD,US Dollar,U.S. Dollar,1,133.32,133.92
jersey,Thomas Olson,+1-574-461-5845x9509,CY,PHP,GBP,Pound Sterling,UK Pound Sterling,1,167.27,168.02
thailand,Dr. Alexander Mcmahon,322.308.6425,TO,C#,THB,Baht,Thai Baht,1,3.62,3.63
france,Jason Young,676-615-3357,AT,Python,EUR,Euro,European Euro,1,143.56,144.21
australia,Andrew Lyons,463.780.8564,MN,PHP,AUD,Australian Dollar,Australian Dollar,1,88.11,88.51
china,Jessica Jackson,841.940.1225x76996,EE,C#,CNY,Yuan Renminbi,Chinese Yuan,1,18.47,18.55
malta,John Bender,457.610.2363x136,BI,PHP,EUR,Euro,European Euro,1,143.56,144.21
latvia,Joshua Phillips,(684)365-6116,MM,C#,EUR,Euro,European Euro,1,143.56,144.21
slovenia,Stephen Stephenson,+1-619-886-5398,SI,Java,EUR,Euro,European Euro,1,143.56,144.21
latvia,Miss Judith Richardson,001-343-406-2999,SA,Python,EUR,Euro,European Euro,1,143.56,144.21
ecuador,Jason Gibson,5233719547,TJ,Python,USD,US Dollar,U.S. Dollar,1,133.32,133.92
singapore,Dominique Higgins,+1-665-275-4415x999,GN,PHP,SGD,Singapore Dollar,Singapore Dollar,1,98.53,98.98
spain,James Brown,399.210.6936x8865,TM,Java,EUR,Euro,European Euro,1,143.56,144.21
tuvalu,Ashley Horne,(787)371-4305x768,SA,C#,AUD,Australian Dollar,Australian Dollar,1,88.11,88.51
kiribati,Melissa Walker,(512)573-4278,KZ,PHP,AUD,Australian Dollar,Australian Dollar,1,88.11,88.51
portugal,George Wallace,001-209-276-4366x01360,CH,PHP,EUR,Euro,European Euro,1,143.56,144.21
el salvador,Brandon Romero,+1-474-398-0884x462,SG,PHP,USD,US Dollar,U.S. Dollar,1,133.32,133.92
india,Mr. Jason Miller PhD,264.315.5187,UY,Python,INR,Indian Rupee,Indian Rupee,100,160.0,160.15
slovenia,Jeffrey Cole,971.860.0952x047,RO,PHP,EUR,Euro,European Euro,1,143.56,144.21
hong kong,Jonathan Caldwell,+1-903-880-0653x067,VA,C#,HKD,Hong Kong Dollar,Hong Kong Dollar,1,17.05,17.12
slovenia,Richard Patterson,423-464-7333x376,GY,PHP,EUR,Euro,European Euro,1,143.56,144.21
nauru,Mrs. Shannon Smith,001-371-637-5677x98020,GA,Java,AUD,Australian Dollar,Australian Dollar,1,88.11,88.51
latvia,Nicole Anderson,+1-214-336-1027x44145,AE,PHP,EUR,Euro,European Euro,1,143.56,144.21
malta,Michael Brown,001-380-798-9875x9394,TW,PHP,EUR,Euro,European Euro,1,143.56,144.21
guadeloupe,Lauren Johnson,(397)882-8015,IN,PHP,EUR,Euro,European Euro,1,143.56,144.21
guadeloupe,Robert Henderson,001-987-571-5265,AM,Java,EUR,Euro,European Euro,1,143.56,144.21
thailand,Sarah Phillips,+1-244-969-3334x956,IN,C#,THB,Baht,Thai Baht,1,3.62,3.63
monaco,Evelyn Molina,001-265-625-2262x046,LB,Python,EUR,Euro,European Euro,1,143.56,144.21
andorra,Patrick Schroeder,+1-941-245-8893x74499,LB,PHP,EUR,Euro,European Euro,1,143.56,144.21
latvia,Sherry Case,(444)899-0042x148,IL,Java,EUR,Euro,European Euro,1,143.56,144.21
kiribati,Mr. Stephen Jackson Jr.,+1-448-284-1060x99187,SO,C#,AUD,Australian Dollar,Australian Dollar,1,88.11,88.51
panama,Angela Taylor,+1-862-685-6540x5750,VU,Java,USD,US Dollar,U.S. Dollar,1,133.32,133.92
bhutan,Randy Curry,807-753-8605x9416,PL,Python,INR,Indian Rupee,Indian Rupee,100,160.0,160.15
kuwait,Judy Greer,+1-405-630-6104x501,BD,Java,KWD,Kuwaiti Dinar,Kuwaity Dinar,1,433.7,435.65
italy,Madison Davis,620-777-1651x181,SK,Java,EUR,Euro,European Euro,1,143.56,144.21
guam,Joseph Turner,295.581.8810x0727,IT,Java,USD,US Dollar,U.S. Dollar,1,133.32,133.92
greece,Tanya Reed,8328998205,BB,Python,EUR,Euro,European Euro,1,143.56,144.21
ecuador,Thomas Yates,687.219.2548x18887,BE,C#,USD,US Dollar,U.S. Dollar,1,133.32,133.92
greenland,Michael Smith,268.926.6054x03870,SY,C#,DKK,Danish Krone,Danish Kroner,1,19.25,19.33
mayotte,Jacqueline Hill,001-230-711-2392x12868,SD,PHP,EUR,Euro,European Euro,1,143.56,144.21
croatia,Ms. Kara Johnson,8939711899,ST,C#,EUR,Euro,European Euro,1,143.56,144.21
panama,Bethany Harding,001-964-314-4862x468,CN,PHP,USD,US Dollar,U.S. Dollar,1,133.32,133.92
kuwait,Robert Hull,(848)519-8149,MX,C#,KWD,Kuwaiti Dinar,Kuwaity Dinar,1,433.7,435.65
guadeloupe,Mr. George Andersen,429.372.8888x2431,TG,Java,EUR,Euro,European Euro,1,143.56,144.21
nauru,David Huerta,562.918.9927x4396,MC,PHP,AUD,Australian Dollar,Australian Dollar,1,88.11,88.51
denmark,Sabrina Scott,(884)374-7136,TT,C#,DKK,Danish Krone,Danish Kroner,1,19.25,19.33
norfolk island,Hannah Gonzalez,898-312-3682x394,TN,Java,AUD,Australian Dollar,Australian Dollar,1,88.11,88.51
andorra,Stacey Norton,353.749.1079x1392,AT,C#,EUR,Euro,European Euro,1,143.56,144.21
australia,Michelle Mccormick DDS,3745729935,KR,PHP,AUD,Australian Dollar,Australian Dollar,1,88.11,88.51
france,Wayne Wade,717-959-8513x7888,IR,Java,EUR,Euro,European Euro,1,143.56,144.21
french guiana,Troy Clayton,292.848.3328x67051,IL,C#,EUR,Euro,European Euro,1,143.56,144.21
cyprus,Matthew Schmidt,678.351.5384x282,BE,C#,EUR,Euro,European Euro,1,143.56,144.21
australia,Troy Casey,733.529.8035x91637,MY,PHP,AUD,Australian Dollar,Australian Dollar,1,88.11,88.51
panama,Kayla Manning,001-950-489-9503x47815,FJ,C#,USD,US Dollar,U.S. Dollar,1,133.32,133.92
spain,Monica Martin,(265)256-5382x78590,KR,Python,EUR,Euro,European Euro,1,143.56,144.21
slovenia,Holly Davidson,(368)294-3722,IT,Java,EUR,Euro,European Euro,1,143.56,144.21
monaco,Tyler Edwards,7366951218,ES,Java,EUR,Euro,European Euro,1,143.56,144.21
india,Shawn Clark,(723)417-3898,NR,Java,INR,Indian Rupee,Indian Rupee,100,160.0,160.15
austria,Stephanie Johnson,001-677-646-0563,AG,Java,EUR,Euro,European Euro,1,143.56,144.21
saint pierre and miquelon,Madison Martinez,779-547-3143x182,TT,Python,EUR,Euro,European Euro,1,143.56,144.21
switzerland,Douglas Simmons,8763077795,SC,PHP,CHF,Swiss Franc,Swiss Franc,1,147.0,147.66
guadeloupe,Samantha Bennett,(514)661-0208x4688,BE,Java,EUR,Euro,European Euro,1,143.56,144.21
norfolk island,Erin Mitchell,+1-668-895-0869x77544,SA,Java,AUD,Australian Dollar,Australian Dollar,1,88.11,88.51
saint pierre and miquelon,Denise Myers,596.972.9570x1164,AU,Java,EUR,Euro,European Euro,1,143.56,144.21
nauru,Mrs. Tara Woodard DDS,+1-468-284-5570x19366,NG,PHP,AUD,Australian Dollar,Australian Dollar,1,88.11,88.51
andorra,Alicia Kramer,(670)351-7878,BW,Python,EUR,Euro,European Euro,1,143.56,144.21
denmark,Carmen Salas,455-519-8509x442,SN,C#,DKK,Danish Krone,Danish Kroner,1,19.25,19.33
croatia,Ernest Stanton,+1-804-482-9406x8100,GQ,Java,EUR,Euro,European Euro,1,143.56,144.21
denmark,Angela Brown,485-602-5915x12606,LC,Python,DKK,Danish Krone,Danish Kroner,1,19.25,19.33
jersey,Tanner Figueroa,2276537024,SG,C#,GBP,Pound Sterling,UK Pound Sterling,1,167.27,168.02
croatia,Amber Matthews,394.902.6583x5930,CU,PHP,EUR,Euro,European Euro,1,143.56,144.21
cyprus,Tim Roy,+1-712-542-1585,MK,PHP,EUR,Euro,European Euro,1,143.56,144.21
bhutan,Lance Bird,+1-282-440-9646x415,TN,Java,INR,Indian Rupee,Indian Rupee,100,160.0,160.15
saudi arabia,John Brown,551-396-9504,MN,Java,SAR,Saudi Riyal,Saudi Arabian Riyal,1,35.55,35.71
india,Thomas Hamilton,612-672-5186,EG,Python,INR,Indian Rupee,Indian Rupee,100,160.0,160.15
haiti,Anthony Torres,(962)706-0960x0236,LC,C#,USD,US Dollar,U.S. Dollar,1,133.32,133.92
slovenia,Cassandra Parks,001-841-642-9530x688,IL,C#,EUR,Euro,European Euro,1,143.56,144.21
andorra,Leslie Kelly,9418647086,GT,PHP,EUR,Euro,European Euro,1,143.56,144.21
croatia,Peter Murray,795-808-8565x0615,MR,Java,EUR,Euro,European Euro,1,143.56,144.21
panama,Shane Gross,001-815-689-5382x925,AO,C#,USD,US Dollar,U.S. Dollar,1,133.32,133.92
germany,Kelsey Wilson,(811)218-6940x609,OM,Java,EUR,Euro,European Euro,1,143.56,144.21
kuwait,Charles Lopez,946.963.9190x609,LR,C#,KWD,Kuwaiti Dinar,Kuwaity Dinar,1,433.7,435.65
slovenia,Alicia Sanchez,001-652-447-0323x1696,HU,C#,EUR,Euro,European Euro,1,143.56,144.21
puerto rico,Michael Williams,(766)266-1222,SL,PHP,USD,US Dollar,U.S. Dollar,1,133.32,133.92
andorra,William Brown,540-884-5451x03757,KI,Java,EUR,Euro,European Euro,1,143.56,144.21
san marino,Michelle Watkins,322.928.6762x033,ME,Python,EUR,Euro,European Euro,1,143.56,144.21
qatar,Carl Baker,(740)893-6414x179,LS,Java,QAR,Qatari Rial,Qatari Riyal,1,36.57,36.73
italy,Ronald Carr,595.580.2322x40439,CG,C#,EUR,Euro,European Euro,1,143.56,144.21
saudi arabia,Latoya Bell,265-903-9224x62968,BB,Python,SAR,Saudi Riyal,Saudi Arabian Riyal,1,35.55,35.71
guam,Anthony Stephens,+1-547-496-8274x12422,ME,PHP,USD,US Dollar,U.S. Dollar,1,133.32,133.92
estonia,Carrie Perry,(467)274-4419x90161,BZ,C#,EUR,Euro,European Euro,1,143.56,144.21
jersey,Christopher Parrish,001-561-347-4940x65326,SD,C#,GBP,Pound Sterling,UK Pound Sterling,1,167.27,168.02
liechtenstein,Kevin Brown,+1-900-673-9575x936,BW,PHP,CHF,Swiss Franc,Swiss Franc,1,147.0,147.66
french guiana,Michael Combs,273.789.4037x429,UA,C#,EUR,Euro,European Euro,1,143.56,144.21
france,Joshua Perez,497.887.0513x197,PT,C#,EUR,Euro,European Euro,1,143.56,144.21
jersey,Lisa Ray,6888769395,BW,C#,GBP,Pound Sterling,UK Pound Sterling,1,167.27,168.02
san marino,James Roach,(978)234-4169,BW,Python,EUR,Euro,European Euro,1,143.56,144.21
sweden,Debbie Porter,2717954547,OM,PHP,SEK,Swedish Krona,Swedish Kroner,1,12.29,12.34
canada,Melanie Glenn,9448272488,TN,C#,CAD,Canadian Dollar,Canadian Dollar,1,97.47,97.91
portugal,David Martin,001-776-255-5234x763,SL,C#,EUR,Euro,European Euro,1,143.56,144.21
hong kong,Nicholas Rowe,001-784-995-6797x683,ZA,Python,HKD,Hong Kong Dollar,Hong Kong Dollar,1,17.05,17.12
isle of man,Paul Schmitt,001-829-879-5380,FR,Python,GBP,Pound Sterling,UK Pound Sterling,1,167.27,168.02
germany,Linda Mercado,(267)779-1557,NI,C#,EUR,Euro,European Euro,1,143.56,144.21
palau,Cody Hobbs,001-295-387-5323x5632,GE,PHP,USD,US Dollar,U.S. Dollar,1,133.32,133.92
montenegro,Abigail Velasquez,904.876.8185x7631,GE,Python,EUR,Euro,European Euro,1,143.56,144.21
puerto rico,Andrew Miller,001-202-811-5930x15860,GY,Python,USD,US Dollar,U.S. Dollar,1,133.32,133.92
qatar,Danielle Schmidt,001-720-312-6387x1915,KH,PHP,QAR,Qatari Rial,Qatari Riyal,1,36.57,36.73
bhutan,Kenneth Gonzales,+1-209-844-2273x87294,BB,C#,INR,Indian Rupee,Indian Rupee,100,160.0,160.15
germany,Phillip Lozano,(660)954-4593,AT,Java,EUR,Euro,European Euro,1,143.56,144.21
haiti,Susan Kelly,657.775.1503,GH,C#,USD,US Dollar,U.S. Dollar,1,133.32,133.92
san marino,Pamela Mcdonald,001-222-312-2678x6136,BJ,PHP,EUR,Euro,European Euro,1,143.56,144.21
malaysia,Paul Reyes,(516)821-6097x90428,CG,C#,MYR,Malaysian Ringgit,Malaysian Ringgit,1,28.14,28.27
puerto rico,Marilyn Armstrong,907.329.7505x594,IS,Java,USD,US Dollar,U.S. Dollar,1,133.32,133.92
greenland,Jean Gonzalez,821-728-8277x8653,MY,Java,DKK,Danish Krone,Danish Kroner,1,19.25,19.33
american samoa,Michael Cross,001-958-619-5541x347,IS,PHP,USD,US Dollar,U.S. Dollar,1,133.32,133.92
bahrain,Susan Arias,(894)321-6317,BA,PHP,BHD,Bahraini Dinar,Bahrain Dinar,1,353.6,355.19
mayotte,David Blackwell,001-811-995-9506x4616,KE,Python,EUR,Euro,European Euro,1,143.56,144.21
japan,Mr. Matthew Tate DVM,(360)631-2470,BJ,Python,JPY,Yen,Japanese Yen,10,8.63,8.67
france,Aaron Schmidt,657-649-2502x35258,KP,Java,EUR,Euro,European Euro,1,143.56,144.21
bhutan,Walter Cunningham,653-945-8195x2054,DM,Java,INR,Indian Rupee,Indian Rupee,100,160.0,160.15
martinique,Rhonda Barnett,420.971.4482x9895,AL,C#,EUR,Euro,European Euro,1,143.56,144.21
ecuador,Ellen Andrews,9598074743,,C#,USD,US Dollar,U.S. Dollar,1,133.32,133.92
ecuador,Justin Barnes,+1-581-839-4176x257,AU,C#,USD,US Dollar,U.S. Dollar,1,133.32,133.92
switzerland,Crystal Webb,(959)976-1508x8876,NP,Java,CHF,Swiss Franc,Swiss Franc,1,147.0,147.66
bahrain,James Davis,7926392860,CU,C#,BHD,Bahraini Dinar,Bahrain Dinar,1,353.6,355.19
austria,Laura Hernandez,996-741-2645x705,SO,C#,EUR,Euro,European Euro,1,143.56,144.21
australia,Melody Snyder,+1-205-464-8370x7987,ZA,PHP,AUD,Australian Dollar,Australian Dollar,1,88.11,88.51
panama,Thomas Palmer,204-593-0566x87971,KZ,Python,USD,US Dollar,U.S. Dollar,1,133.32,133.92
isle of man,Antonio Wolf,830.876.4172,BI,C#,GBP,Pound Sterling,UK Pound Sterling,1,167.27,168.02
montenegro,James Haley,(311)482-6924,UA,Java,EUR,Euro,European Euro,1,143.56,144.21
china,James Martinez,001-347-581-8257x1868,QA,PHP,CNY,Yuan Renminbi,Chinese Yuan,1,18.47,18.55
monaco,John Tran,724.871.8368,AM,C#,EUR,Euro,European Euro,1,143.56,144.21
germany,Rose Davis,8892317050,CG,PHP,EUR,Euro,European Euro,1,143.56,144.21
greece,Sean Gray,6355413433,TV,Python,EUR,Euro,European Euro,1,143.56,144.21
palau,Kerry Wilkins,439.556.8051x736,SV,C#,USD,US Dollar,U.S. Dollar,1,133.32,133.92
palau,Kyle Bennett,001-825-441-4782,GY,Java,USD,US Dollar,U.S. Dollar,1,133.32,133.92
switzerland,Jennifer Griffin,+1-232-770-9821x41414,BR,PHP,CHF,Swiss Franc,Swiss Franc,1,147.0,147.66
spain,Melissa Mcclure,2149135172,SC,Java,EUR,Euro,European Euro,1,143.56,144.21
germany,Michael Gordon,304-791-2742x0369,ZM,Java,EUR,Euro,European Euro,1,143.56,144.21
estonia,Madeline Kelly,(284)361-1454,BE,C#,EUR,Euro,European Euro,1,143.56,144.21
el salvador,Craig Williams,586.272.3027x3702,ET,PHP,USD,US Dollar,U.S. Dollar,1,133.32,133.92
puerto rico,David Richardson,+1-722-362-0003x14600,SK,PHP,USD,US Dollar,U.S. Dollar,1,133.32,133.92
french guiana,Lisa Clark,(857)758-0163,CH,Java,EUR,Euro,European Euro,1,143.56,144.21
canada,Nichole Tyler,406-425-0260x156,UZ,C#,CAD,Canadian Dollar,Canadian Dollar,1,97.47,97.91
malaysia,Benjamin Weeks,846-802-5239,TL,Java,MYR,Malaysian Ringgit,Malaysian Ringgit,1,28.14,28.27
liechtenstein,Douglas Smith,331.753.7019x47615,ER,Java,CHF,Swiss Franc,Swiss Franc,1,147.0,147.66
thailand,Chelsey Haynes,001-978-245-0922x379,BI,PHP,THB,Baht,Thai Baht,1,3.62,3.63
haiti,Joseph Garcia,933.580.9286x352,AE,C#,USD,US Dollar,U.S. Dollar,1,133.32,133.92
estonia,Jack Dunn,713-200-1732,KH,PHP,EUR,Euro,European Euro,1,143.56,144.21
timor-leste,Casey Mcgee,390-560-1148x20089,GE,Python,USD,US Dollar,U.S. Dollar,1,133.32,133.92
mayotte,Meagan Ford,001-704-773-9689,GB,Python,EUR,Euro,European Euro,1,143.56,144.21
china,Carl Moore,694-733-4483x607,LU,C#,CNY,Yuan Renminbi,Chinese Yuan,1,18.47,18.55
guernsey,Gregory Hall,(271)932-1777,LR,Python,GBP,Pound Sterling,UK Pound Sterling,1,167.27,168.02
japan,Joshua Edwards,719-767-5096x56354,CF,PHP,JPY,Yen,Japanese Yen,10,8.63,8.67
tuvalu,John Ortiz,001-907-967-2706x8750,SZ,Python,AUD,Australian Dollar,Australian Dollar,1,88.11,88.51
isle of man,Samantha Obrien,451-388-6414x1210,IE,C#,GBP,Pound Sterling,UK Pound Sterling,1,167.27,168.02
thailand,George Hall,410.765.0333,SY,Python,THB,Baht,Thai Baht,1,3.62,3.63
christmas island,John Valdez,(863)905-1204x75614,UZ,Java,AUD,Australian Dollar,Australian Dollar,1,88.11,88.51
mayotte,Joshua Anthony,984-884-3449,PH,PHP,EUR,Euro,European Euro,1,143.56,144.21
guadeloupe,Matthew Myers,666.514.6342,MK,Python,EUR,Euro,European Euro,1,143.56,144.21
martinique,Carolyn Lewis,+1-546-335-0974,MA,PHP,EUR,Euro,European Euro,1,143.56,144.21
guam,Daniel Guzman,818.370.5384x935,TD,Python,USD,US Dollar,U.S. Dollar,1,133.32,133.92
christmas island,Hannah Vazquez,532.722.4605x2609,BE,PHP,AUD,Australian Dollar,Australian Dollar,1,88.11,88.51
haiti,Kristen Bailey,+1-979-234-0341x17081,LA,Python,USD,US Dollar,U.S. Dollar,1,133.32,133.92
saint pierre and miquelon,Sarah Jones,(853)481-1091,AO,PHP,EUR,Euro,European Euro,1,143.56,144.21
norfolk island,Brian Jennings,293.480.0203x2672,TT,C#,AUD,Australian Dollar,Australian Dollar,1,88.11,88.51
thailand,Sophia Gill,001-313-430-1527x590,BR,Python,THB,Baht,Thai Baht,1,3.62,3.63
andorra,Anne Myers,231.461.9349,PG,C#,EUR,Euro,European Euro,1,143.56,144.21
spain,Patrick Rogers,285-912-4571x967,CM,PHP,EUR,Euro,European Euro,1,143.56,144.21
ecuador,Richard Walker,413-463-7551x8123,GN,PHP,USD,US Dollar,U.S. Dollar,1,133.32,133.92
greece,Laura Moore,814-715-3595,MD,PHP,EUR,Euro,European Euro,1,143.56,144.21
switzerland,Whitney Riley,668.857.3216x96867,TJ,PHP,CHF,Swiss Franc,Swiss Franc,1,147.0,147.66
latvia,Laura Williams,001-627-398-4844,AM,C#,EUR,Euro,European Euro,1,143.56,144.21
monaco,Abigail Huber,(228)346-6754x41496,EE,Java,EUR,Euro,European Euro,1,143.56,144.21
montenegro,Andrew Martinez,001-272-253-7428x445,LI,Java,EUR,Euro,European Euro,1,143.56,144.21
luxembourg,James Gates,+1-591-493-4784,DK,Java,EUR,Euro,European Euro,1,143.56,144.21
french guiana,Michael Morris,817-244-3026x93769,SB,Java,EUR,Euro,European Euro,1,143.56,144.21
christmas island,Carolyn Wells,001-327-326-4592,IT,PHP,AUD,Australian Dollar,Australian Dollar,1,88.11,88.51
canada,Paula Smith,953.215.5140x9381,DJ,Python,CAD,Canadian Dollar,Canadian Dollar,1,97.47,97.91
bhutan,Leslie Silva,(859)833-6009,KN,Python,INR,Indian Rupee,Indian Rupee,100,160.0,160.15
